job_id,submitted_at,job_category,priority_level,region,payload_size_mb,executor_memory_mb,replica_count,retry_count,node_instance_type,node_family,node_vcpus,node_memory,node_network,node_price_hourly,node_spot_price_hourly,cpu_utilization_pct,pod_memory_available_pct,active_thread_count,broker_latency_ms,queue_wait_time_ms,disk_io_mbps,network_io_mbps,gc_pause_time_ms,execution_time_sec,job_cost_usd,target_label
JOB-105023,2026-07-27 13:01,Aggregation,Medium,ap-south,29.55,512,2,0,hpc7g.4xlarge,Compute optimized,16 vCPUs,128 GiB,200 Gigabit,$1.6832 hourly,-,57.3,51.4,18,43.2,28.2,31.37,29.05,232.3,26.3,0.02459,Normal
JOB-107031,2026-06-28 07:09,MLTraining,Medium,us-east,131.67,1024,3,0,r6in.large,Memory optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.1743 hourly,$0.0267 hourly,44.6,47.9,7,27.6,57.3,32.06,26.63,54.7,2533.6,0.36801,Bottleneck
JOB-109768,2026-07-07 14:59,MLTraining,Medium,ap-south,216.63,4096,3,3,r7gd.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.2722 hourly,$0.0946 hourly,50.7,60.0,10,31.4,212.7,36.21,19.31,20.9,778.1,0.1765,Normal
JOB-104348,2026-07-20 08:40,MLTraining,Medium,us-east,7.07,2048,1,1,c6a.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0765 hourly,$0.0287 hourly,33.9,84.5,8,99.5,24.6,47.84,37.87,16.4,43.4,0.00092,Normal
JOB-106086,2026-08-11 13:52,WebScraping,Medium,ap-south,25.65,1024,3,2,c5ad.12xlarge,Compute optimized,48 vCPUs,96 GiB,12 Gigabit,$2.0640 hourly,$0.7674 hourly,2.0,38.0,9,55.4,,38.35,22.6,39.2,38.5,0.06622,Normal
JOB-103798,2026-08-19 18:54,MLTraining,Medium,us-west,18.3,2048,2,0,r3.xlarge,Memory optimized,4 vCPUs,30.5 GiB,Moderate,$0.3330 hourly,$0.0922 hourly,32.9,61.4,5,61.1,11.3,40.19,36.58,7.7,92.7,0.01715,Normal
JOB-101130,2026-07-31 13:14,WebScraping,High,us-east,31.35,2048,4,0,m8gb.metal-24xl,General purpose,96 vCPUs,384 GiB,200 Gigabit,$13.9680 hourly,$1.4386 hourly,70.8,27.1,15,16.9,19.9,35.96,30.28,135.4,32.3,0.5013,Normal
JOB-108655,2026-08-12 22:28,ETL,Medium,us-east,43.95,1024,2,0,c7i.16xlarge,Compute optimized,64 vCPUs,128 GiB,25 Gigabit,$2.8560 hourly,$0.9336 hourly,32.4,64.0,18,2.6,11.2,32.3,29.18,42.7,31.5,0.04998,Normal
JOB-106441,2026-07-01 07:02,WebScraping,High,us-east,18.09,2048,5,2,m6g.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 10 Gigabit,$0.3080 hourly,$0.1142 hourly,44.5,25.1,13,9.0,64.8,31.42,33.98,90.4,58.2,0.0249,Normal
JOB-106017,2026-07-22 11:15,Aggregation,Critical,eu-central,76.41,1024,3,0,h1.8xlarge,Storage optimized,32 vCPUs,128 GiB,10 Gigabit,$1.8720 hourly,$0.6299 hourly,10.9,51.0,14,30.9,25.6,13.26,43.78,20.8,34.3,0.05351,Normal
JOB-100837,2026-08-17 00:33,MLTraining,Critical,us-west,160.44,1024,3,0,m8idb.large,General purpose,2 vCPUs,8 GiB,Up to 16.66 Gigabit,$0.1909 hourly,$0.0516 hourly,50.0,64.3,12,54.0,21.8,9.07,34.0,93.9,1727.7,0.27485,Bottleneck
JOB-107829,2026-07-23 09:17,ETL,Low,us-east,34.05,1024,3,0,r8i.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1389 hourly,$0.0402 hourly,38.3,47.1,19,31.1,186.4,35.57,33.95,14.6,82.8,0.00958,Normal
JOB-105910,2026-07-29 02:23,DocumentProcessing,Medium,ap-south,36.45,512,1,0,m5d.xlarge,General purpose,4 vCPUs,16 GiB,Up to 10 Gigabit,$0.2260 hourly,$0.1035 hourly,9.8,75.7,7,44.5,140.5,36.39,,38.4,55.7,0.0035,Normal
JOB-100391,2026-08-25 07:29,ETL,Medium,eu-central,17.98,512,3,0,a1.xlarge,General purpose,4 vCPUs,8 GiB,Up to 10 Gigabit,$0.1020 hourly,$0.1020 hourly,38.9,60.6,9,70.0,37.1,45.18,31.54,46.1,44.4,0.00377,Normal
JOB-109546,2026-08-17 17:14,MLTraining,Medium,us-east,116.35,1024,2,2,i3en.24xlarge,Storage optimized,96 vCPUs,768 GiB,100 Gigabit,$10.8480 hourly,$2.7381 hourly,52.1,43.8,15,107.9,388.9,27.16,7.56,26.4,95.9,0.57796,Normal
JOB-105783,2026-07-18 09:38,MLTraining,Medium,ap-south,88.08,2048,5,0,c7i-flex.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1696 hourly,$0.0770 hourly,35.3,67.8,13,48.8,29.9,49.93,32.39,10.0,218.5,0.05147,Normal
JOB-105659,2026-06-17 10:37,Aggregation,Medium,eu-central,31.83,2048,2,0,c7gd.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1814 hourly,$0.0786 hourly,84.8,54.0,7,18.4,36.8,28.76,6.24,116.6,353.3,0.0356,Bottleneck
JOB-106372,2026-07-01 15:40,ETL,Low,ap-south,26.26,2048,2,0,c6i.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0850 hourly,$0.0339 hourly,43.9,63.2,11,31.7,359.6,9.02,17.41,83.2,81.2,0.00383,Bottleneck
JOB-107501,2026-08-15 22:35,ETL,Medium,ap-south,43.34,2048,2,2,m8g.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 15 Gigabit,$0.3590 hourly,$0.1358 hourly,26.5,54.9,13,91.9,150.3,24.94,46.5,62.6,352.6,0.07032,Bottleneck
JOB-103014,2026-07-31 20:50,WebScraping,Medium,ap-south,153.3,4096,3,0,c7i.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1785 hourly,$0.0535 hourly,41.0,74.0,12,37.5,,28.84,33.15,14.9,449.5,0.06686,Normal
JOB-105897,2026-07-19 12:02,MLTraining,High,us-west,83.35,2048,2,0,i7ie.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 25 Gigabit,$0.5198 hourly,$0.1327 hourly,67.6,49.4,13,110.3,121.8,27.53,40.18,36.4,786.7,0.22718,Bottleneck
JOB-109983,2026-08-07 12:54,ETL,Medium,us-east,35.04,1024,4,1,c5a.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 10 Gigabit,$0.3080 hourly,$0.1285 hourly,43.2,64.8,12,95.3,81.7,53.56,27.72,0.6,57.7,0.01975,Normal
JOB-103286,2026-07-06 13:35,ETL,Low,us-east,12.61,8192,1,0,d2.xlarge,Storage optimized,4 vCPUs,30.5 GiB,Moderate,$0.6900 hourly,$0.0950 hourly,84.9,68.0,10,14.9,61.2,30.82,25.19,46.7,91.3,0.0175,Bottleneck
JOB-102991,2026-06-14 10:23,Aggregation,Low,us-east,44.67,4096,1,0,i7ie.3xlarge,Storage optimized,12 vCPUs,96 GiB,Up to 25 Gigabit,$1.5594 hourly,$0.4160 hourly,59.7,22.0,7,30.6,150.4,32.3,15.77,12.8,37.3,0.01616,Normal
JOB-105570,2026-06-11 21:42,ETL,Medium,us-east,64.26,1024,2,1,i8ge.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 25 Gigabit,$0.4746 hourly,$0.1371 hourly,27.7,68.0,11,8.8,93.0,31.81,26.36,57.3,140.0,0.03691,Normal
JOB-100175,2026-06-29 12:49,WebScraping,Low,eu-central,69.82,1024,3,0,c8id.8xlarge,Compute optimized,32 vCPUs,64 GiB,15 Gigabit,$1.7741 hourly,$0.5341 hourly,46.4,70.7,17,25.9,66.6,46.91,26.59,22.7,46.0,0.06801,Normal
JOB-100935,2026-08-28 09:34,WebScraping,Critical,eu-central,34.31,1024,3,0,m3.xlarge,General purpose,4 vCPUs,15 GiB,High,$0.2660 hourly,$0.0874 hourly,61.6,54.1,10,68.6,115.3,13.93,22.0,9.2,188.6,0.04181,Bottleneck
JOB-109164,2026-08-09 13:54,WebScraping,Medium,us-east,16.28,2048,3,0,m7gd.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1068 hourly,$0.0350 hourly,49.9,40.6,20,36.7,137.5,18.51,40.45,118.8,409.2,0.03642,Bottleneck
JOB-106722,2026-07-30 15:16,WebScraping,High,us-east,110.49,1024,5,2,m6idn.xlarge,General purpose,4 vCPUs,16 GiB,Up to 30 Gigabit,$0.3182 hourly,$0.1398 hourly,99.3,30.8,15,25.8,41.2,60.22,37.34,73.2,2473.5,1.09315,Bottleneck
JOB-109446,2026-08-15 15:39,WebScraping,Low,eu-central,142.83,1024,1,1,m5.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.0960 hourly,$0.0399 hourly,91.2,63.5,11,41.6,325.1,37.52,32.35,19.4,3463.5,0.09236,Bottleneck
JOB-105954,2026-06-21 20:02,DocumentProcessing,Critical,ap-south,30.71,1024,4,0,r5b.large,Memory optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1490 hourly,$0.0469 hourly,40.2,60.8,7,85.5,32.7,23.59,27.44,43.7,80.5,0.01333,Normal
JOB-108605,2026-06-03 10:37,Aggregation,Medium,us-east,15.4,2048,1,1,r5d.24xlarge,Memory optimized,96 vCPUs,768 GiB,25 Gigabit,$6.9120 hourly,$2.1581 hourly,42.7,53.5,14,57.0,97.8,4.56,15.1,27.2,24.6,0.04723,Normal
JOB-105469,2026-08-10 09:29,Aggregation,Medium,ap-south,47.29,1024,5,2,m6id.12xlarge,General purpose,48 vCPUs,192 GiB,18.75 Gigabit,$2.8476 hourly,$0.6132 hourly,62.0,71.3,13,38.8,45.6,50.46,16.61,22.0,28.5,0.11272,Normal
JOB-101017,2026-08-01 16:11,MLTraining,Low,us-east,118.65,4096,4,0,i8g.4xlarge,Storage optimized,16 vCPUs,128 GiB,Up to 25 Gigabit,$1.3728 hourly,$0.6913 hourly,99.5,7.3,17,14.9,59.4,26.45,20.58,27.4,1071.2,1.63394,Bottleneck
JOB-107259,2026-08-23 10:00,ETL,Medium,eu-central,23.42,2048,1,2,r5b.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 10 Gigabit,$0.5960 hourly,$0.2733 hourly,90.4,32.7,15,61.0,14.5,40.49,39.62,65.7,401.2,0.06642,Bottleneck
JOB-107853,2026-06-02 11:47,Aggregation,Low,us-west,39.6,1024,3,1,r8gb.large,Memory optimized,2 vCPUs,16 GiB,Up to 20 Gigabit,$0.1822 hourly,$0.0610 hourly,79.5,85.0,13,91.0,228.7,46.69,15.6,4.6,192.6,0.02924,Bottleneck
JOB-108765,2026-07-09 16:02,mltraining,Low,us-east,16.2,2048,2,1,c5n.large,Compute optimized,2 vCPUs,5.25 GiB,Up to 25 Gigabit,$0.1080 hourly,$0.0370 hourly,51.0,93.4,9,,156.8,34.62,26.55,14.4,233.9,0.01403,Bottleneck
JOB-105109,2026-07-15 14:45,Aggregation,Critical,us-east,29.19,2048,2,0,r8gn.4xlarge,Memory optimized,16 vCPUs,128 GiB,50 Gigabit,$1.4574 hourly,$0.4585 hourly,53.9,39.5,12,13.0,41.7,68.38,33.24,39.5,42.7,0.03457,Normal
JOB-101032,2026-07-02 18:24,DocumentProcessing,Medium,us-east,59.62,1024,2,0,c8i-flex.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0890 hourly,$0.0259 hourly,44.7,18.8,8,25.5,95.1,7.83,45.03,102.5,395.5,0.01956,Bottleneck
JOB-100012,2026-07-26 06:11,Aggregation,Low,us-east,10.01,1024,2,0,m8i.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1058 hourly,$0.0355 hourly,75.4,29.9,6,28.0,102.4,35.72,16.55,63.7,76.3,0.00448,Bottleneck
JOB-108835,2026-07-10 06:14,DocumentProcessing,Low,eu-central,42.07,2048,2,1,m6a.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.3456 hourly,$0.1563 hourly,51.6,86.3,7,38.8,6.3,35.47,32.69,2.3,64.0,0.01229,Normal
JOB-100582,2026-08-19 10:49,DocumentProcessing,High,us-east,16.13,4096,2,0,m5.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.0960 hourly,$0.0399 hourly,66.7,46.3,10,69.3,34.2,37.54,24.5,89.6,101.7,0.00542,Bottleneck
JOB-107344,2026-07-03 16:32,WebScraping,Medium,eu-central,36.84,1024,2,0,m8i.xlarge,General purpose,4 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.2117 hourly,$0.0892 hourly,75.2,57.7,14,50.3,70.8,37.61,37.65,30.8,376.1,0.04423,Bottleneck
JOB-103747,2026-07-05 07:01,DocumentProcessing,High,eu-central,513.51,4096,2,1,m9g.large,General purpose,2 vCPUs,8 GiB,Up to 15 Gigabit,$0.0978 hourly,$0.0403 hourly,69.5,66.8,19,97.2,42.4,44.64,19.33,21.1,4100.8,0.22281,Bottleneck
JOB-105626,2026-06-28 11:45,Aggregation,High,ap-south,2.61,2048,2,0,d3.2xlarge,Storage optimized,8 vCPUs,64 GiB,Up to 15 Gigabit,$0.9990 hourly,$0.2731 hourly,45.3,44.6,10,51.5,58.2,47.11,45.33,95.3,22.3,0.01238,Normal
JOB-101024,2026-06-27 16:36,DocumentProcessing,High,us-west,38.88,2048,2,0,r6i.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 12.5 Gigabit,$1.0080 hourly,$0.3347 hourly,48.2,95.0,11,17.6,101.0,75.4,35.7,12.7,51.1,0.02862,Normal
JOB-100422,2026-06-15 22:36,ETL,High,eu-central,147.11,2048,3,0,r6id.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1512 hourly,$0.0464 hourly,75.5,75.5,7,25.8,63.5,77.96,30.98,11.4,362.6,0.04569,Normal
JOB-103613,2026-07-10 18:15,WebScraping,Critical,eu-central,4.36,4096,2,3,m6i.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 12.5 Gigabit,$0.7680 hourly,$0.1938 hourly,39.4,73.4,14,35.3,58.6,54.84,7.78,18.7,35.9,0.01532,Normal
JOB-100355,2026-08-02 07:31,WebScraping,High,ap-south,52.42,1024,2,0,x8i.large,Memory optimized,2 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.2188 hourly,$0.0579 hourly,54.4,36.4,9,42.7,26.8,14.92,36.06,24.5,176.7,0.02148,Normal
JOB-107634,2026-07-02 15:38,Streaming,Medium,ap-south,46.7,512,1,1,m5.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.0960 hourly,$0.0399 hourly,48.8,63.0,12,34.0,188.1,62.21,25.93,74.9,39.2,0.00105,Normal
JOB-109933,2026-08-13 05:47,MLTraining,Medium,us-east,8.23,1024,1,0,i8ge.18xlarge,Storage optimized,72 vCPUs,576 GiB,112.5 Gigabit,$8.5428 hourly,$2.4204 hourly,61.0,84.4,18,81.4,32.9,44.63,6.66,38.9,34.8,0.08258,Normal
JOB-100328,2026-06-11 14:42,Streaming,Low,us-west,11.01,1024,4,0,c7i-flex.8xlarge,Compute optimized,32 vCPUs,64 GiB,Up to 12.5 Gigabit,$1.3566 hourly,$0.5106 hourly,48.5,61.5,20,57.5,137.6,41.34,27.86,28.1,25.3,0.03814,Normal
JOB-100513,2026-08-13 08:29,Aggregation,Medium,ap-south,10.53,1024,3,0,c8i.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 15 Gigabit,$0.3748 hourly,$0.1763 hourly,36.1,28.6,9,83.0,33.5,50.11,37.2,42.0,36.5,0.0114,Normal
JOB-103850,2026-08-28 14:09,MLTraining,Medium,ap-south,13.15,1024,3,0,r4.xlarge,Memory optimized,4 vCPUs,30.5 GiB,Up to 10 Gigabit,$0.2660 hourly,$0.0992 hourly,13.3,91.5,10,33.6,226.7,42.26,20.54,43.7,67.3,0.01492,Normal
JOB-103261,2026-07-05 15:45,Streaming,Low,us-east,7.03,1024,5,0,r8gb.16xlarge,Memory optimized,64 vCPUs,512 GiB,133.33 Gigabit,$5.8298 hourly,$0.7620 hourly,94.1,64.7,15,14.5,89.8,39.99,44.95,7.4,17.4,0.14089,Normal
JOB-101906,2026-06-17 18:11,DocumentProcessing,High,us-east,381.3,2048,3,0,c5a.large,Compute optimized,2 vCPUs,4 GiB,Up to 10 Gigabit,$0.0770 hourly,$0.0291 hourly,77.9,15.4,21,21.2,13.5,32.17,47.47,112.2,2299.3,0.14754,Bottleneck
JOB-105157,2026-06-02 21:48,DocumentProcessing,Medium,us-east,141.33,1920,2,0,c4.large,Compute optimized,2 vCPUs,3.75 GiB,Moderate,$0.1000 hourly,$0.0263 hourly,59.2,37.1,17,31.9,22.4,27.78,17.79,80.7,631.7,0.03509,Bottleneck
JOB-106453,2026-08-29 20:12,Streaming,Low,ap-south,56.85,2048,3,0,i3en.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 25 Gigabit,$0.4520 hourly,$0.1192 hourly,31.9,40.8,6,67.7,61.2,49.3,30.48,,48.9,0.01842,Normal
JOB-107846,2026-06-01 17:36,Streaming,Medium,ap-south,24.27,8192,2,0,m5.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 10 Gigabit,$0.3840 hourly,$0.1566 hourly,46.1,81.2,18,99.5,35.4,42.06,42.7,31.0,33.0,0.00704,Normal
JOB-104646,2026-06-02 10:31,WebScraping,High,us-west,39.02,4096,3,0,c5a.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 10 Gigabit,$0.1540 hourly,$0.0644 hourly,51.8,60.2,13,56.1,163.5,44.72,28.17,51.2,232.9,0.02989,Bottleneck
JOB-102883,2026-07-22 09:22,MLTraining,Critical,us-east,116.52,1024,3,0,m8in.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 50 Gigabit,$1.3366 hourly,$0.4676 hourly,60.8,49.3,15,71.2,63.5,57.72,26.33,27.5,272.1,0.30307,Normal
JOB-102425,2026-06-12 23:05,DocumentProcessing,Medium,us-east,23.08,8192,2,0,x2iedn.4xlarge,Memory optimized,16 vCPUs,512 GiB,Up to 25 Gigabit,$3.3345 hourly,$0.5306 hourly,52.8,44.1,14,84.1,85.0,36.69,24.32,51.0,36.5,0.06762,Normal
JOB-105985,2026-06-27 19:18,ETL,Low,us-east,174.68,1024,3,0,r8idb.large,Memory optimized,2 vCPUs,16 GiB,Up to 16.66 Gigabit,$0.2345 hourly,$0.0614 hourly,88.1,62.4,12,53.1,103.2,52.59,20.92,36.2,722.7,0.14123,Bottleneck
JOB-102178,2026-06-09 15:52,WebScraping,High,ap-south,19.68,1024,3,0,m7gd.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 15 Gigabit,$0.8543 hourly,$0.4993 hourly,95.7,78.1,14,24.1,63.6,14.19,49.15,19.6,72.2,0.0514,Normal
JOB-103883,2026-07-17 17:41,DocumentProcessing,Medium,eu-central,10.17,4096,3,0,r5n.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 25 Gigabit,$0.2980 hourly,$0.1238 hourly,57.6,60.3,11,37.0,250.8,44.44,18.92,8.2,38.9,0.00966,Normal
JOB-102150,2026-07-21 08:06,WebScraping,Low,US-WEST,22.71,512,3,0,r6idn.large,Memory optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.1954 hourly,$0.0530 hourly,55.6,79.4,7,21.9,36.8,14.34,7.84,15.1,79.1,0.01288,Normal
JOB-105388,2026-06-10 16:38,DocumentProcessing,High,us-east,28.14,8192,4,0,r6in.8xlarge,Memory optimized,32 vCPUs,256 GiB,50 Gigabit,$2.7893 hourly,$0.8857 hourly,74.5,31.9,9,,67.9,32.9,16.14,164.6,38.4,0.11901,Normal
JOB-104769,2026-07-12 09:23,ETL,High,us-east,23.97,512,1,1,m5a.xlarge,General purpose,4 vCPUs,16 GiB,Up to 10 Gigabit,$0.1720 hourly,$0.0759 hourly,82.4,21.7,13,29.9,190.7,70.82,47.9,110.6,299.6,0.01431,Bottleneck
JOB-106785,2026-08-09 12:48,Aggregation,Medium,eu-central,60.53,2048,3,1,m5.xlarge,General purpose,4 vCPUs,16 GiB,Up to 10 Gigabit,$0.1920 hourly,$0.0566 hourly,67.0,36.8,12,31.3,44.7,43.14,24.17,28.1,65.1,0.01042,Normal
JOB-101526,2026-07-04 12:08,ETL,Low,us-east,27.15,4096,3,0,c8ib.8xlarge,Compute optimized,32 vCPUs,64 GiB,33.33 Gigabit,$2.1773 hourly,$0.9462 hourly,48.4,52.4,14,12.5,188.6,40.76,29.52,108.4,34.3,0.06223,Normal
JOB-101462,2026-07-15 12:07,DocumentProcessing,Low,eu-central,38.09,4096,2,0,r5n.large,Memory optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.1490 hourly,$0.0454 hourly,82.7,76.5,14,79.1,57.4,50.39,45.36,7.2,178.4,0.01477,Bottleneck
JOB-108372,2026-08-06 11:55,MLTraining,Medium,us-west,27.13,2048,1,0,c6id.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.1008 hourly,$0.0336 hourly,27.8,70.9,8,122.9,168.8,30.42,,12.4,147.9,0.00414,Normal
JOB-109192,2026-07-10 11:37,ETL,Medium,us-west,28.06,1024,2,0,r9gd.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 17 Gigabit,$0.6407 hourly,$0.2309 hourly,39.0,77.2,19,32.9,94.1,43.93,25.0,35.1,44.9,0.01598,Normal
JOB-103805,2026-08-05 18:27,Streaming,Medium,us-west,99.87,2048,1,0,c8i.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0937 hourly,$0.0319 hourly,40.7,72.8,21,32.7,142.0,47.25,15.21,62.6,393.4,0.01024,Bottleneck
JOB-106625,2026-07-26 14:31,DocumentProcessing,Low,us-east,8.91,4096,1,0,m8i.xlarge,General purpose,4 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.2117 hourly,$0.0892 hourly,20.9,89.8,14,62.6,11.1,23.22,46.34,8.2,162.6,0.00956,Bottleneck
JOB-106974,2026-08-21 16:45,etl,Low,us-east,78.12,512,2,0,c8gb.large,Compute optimized,2 vCPUs,4 GiB,Up to 20 Gigabit,$0.1185 hourly,$0.0333 hourly,93.5,15.1,5,47.1,164.1,60.68,20.63,83.9,198.8,0.01309,Bottleneck
JOB-105069,2026-06-05 20:43,Aggregation,Critical,ap-south,13.18,512,4,2,r8a.16xlarge,Memory optimized,64 vCPUs,512 GiB,30 Gigabit,$5.1123 hourly,$1.3676 hourly,9.4,63.8,12,106.6,50.3,5.64,37.04,43.8,25.0,0.14201,Normal
JOB-109432,2026-06-01 14:54,WebScraping,High,us-east,44.92,4096,1,2,r5d.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 10 Gigabit,$0.2880 hourly,$0.1557 hourly,47.9,40.4,11,9.7,115.8,55.49,40.35,13.1,1802.8,0.14422,Bottleneck
JOB-102139,2026-08-08 00:14,Streaming,Medium,ap-south,50.05,512,2,0,c8i.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1874 hourly,$0.0786 hourly,78.4,48.6,10,31.4,29.1,41.05,16.85,72.0,55.6,0.00579,Normal
JOB-108146,2026-08-09 13:11,WebScraping,Medium,US-WEST,31.16,4096,4,0,m9g.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 17 Gigabit,$0.7827 hourly,$0.3130 hourly,80.3,51.4,13,111.9,13.5,52.44,16.42,24.7,60.6,0.0527,Normal
JOB-104293,2026-06-30 20:47,WebScraping,Low,eu-central,80.92,1024,2,0,c6in.8xlarge,Compute optimized,32 vCPUs,64 GiB,50 Gigabit,$1.8144 hourly,$0.5347 hourly,37.9,87.6,8,127.8,17.8,27.27,25.16,4.7,68.5,0.06905,Normal
JOB-106964,2026-07-10 13:09,MLTraining,High,ap-south,27.13,8192,3,0,c8ine.2xlarge,Compute optimized,8 vCPUs,16 GiB,12.5 Gigabit,$0.6804 hourly,$0.2561 hourly,50.1,80.6,12,85.8,90.2,75.0,29.64,54.7,326.8,0.1853,Bottleneck
JOB-108395,2026-08-10 13:04,DocumentProcessing,Low,eu-central,34.93,1024,5,0,r5.large,Memory optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1260 hourly,$0.0474 hourly,48.2,59.0,8,96.6,71.2,67.22,46.03,49.1,66.1,0.01157,Normal
JOB-107076,2026-06-02 16:24,WebScraping,Medium,AP-SOUTH,19.36,512,2,0,m6g.xlarge,General purpose,4 vCPUs,16 GiB,Up to 10 Gigabit,$0.1540 hourly,$0.0604 hourly,72.9,25.8,7,95.3,,18.51,10.99,39.7,135.5,0.01159,Bottleneck
JOB-105852,2026-08-17 12:55,WebScraping,Critical,us-west,19.78,512,1,0,r6i.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1260 hourly,$0.0451 hourly,62.2,75.0,10,44.6,46.3,36.64,35.69,22.1,90.9,0.00318,Normal
JOB-107188,2026-07-23 18:45,Streaming,Medium,us-east,48.18,4096,3,0,m8id.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1305 hourly,$0.0300 hourly,49.4,69.2,11,11.1,65.3,35.59,48.32,45.5,41.2,0.00448,Normal
JOB-104431,2026-07-18 08:44,Aggregation,High,us-east,91.78,2048,5,1,r7g.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1071 hourly,$0.0421 hourly,45.3,33.5,16,52.1,47.2,41.23,44.32,12.4,96.4,0.01434,Normal
JOB-100498,2026-07-22 14:50,WebScraping,High,us-east,18.95,4096,1,0,r6gd.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 10 Gigabit,$0.9216 hourly,$0.3974 hourly,50.3,29.5,15,20.9,204.2,42.96,19.09,110.1,118.5,0.03034,Bottleneck
JOB-108297,2026-07-15 05:32,ETL,Low,US-WEST,236.69,2048,3,0,r6gd.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 10 Gigabit,$0.4608 hourly,$0.1648 hourly,64.9,48.1,12,141.9,9.1,38.58,54.94,27.5,195.4,0.07503,Normal
JOB-101391,2026-07-08 12:22,Aggregation,Medium,us-east,43.65,1024,1,1,c6i.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0850 hourly,$0.0339 hourly,63.5,37.1,10,10.3,58.3,18.02,16.35,31.6,405.7,0.00958,Bottleneck
JOB-104516,2026-07-24 10:26,WebScraping,Medium,ap-south,49.76,1024,2,2,m6i.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.0960 hourly,$0.0381 hourly,74.3,50.6,11,33.8,215.9,30.16,25.64,11.1,2065.9,0.11018,Bottleneck
JOB-107940,2026-07-11 20:37,Aggregation,Low,us-east,3.82,2048,2,0,c7a.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.1026 hourly,$0.0290 hourly,68.5,68.8,9,15.9,31.0,37.16,30.39,20.4,33.7,0.00192,Normal
JOB-103993,2026-06-27 20:49,DocumentProcessing,Critical,us-west,26.04,2048,2,0,c6g.12xlarge,Compute optimized,48 vCPUs,96 GiB,20 Gigabit,$1.6320 hourly,$0.4278 hourly,65.8,63.3,24,16.3,261.7,40.9,14.31,30.9,41.1,0.03726,Normal
