job_id,submitted_at,job_category,priority_level,region,payload_size_mb,executor_memory_mb,replica_count,retry_count,node_instance_type,node_family,node_vcpus,node_memory,node_network,node_price_hourly,node_spot_price_hourly,cpu_utilization_pct,pod_memory_available_pct,active_thread_count,broker_latency_ms,queue_wait_time_ms,disk_io_mbps,network_io_mbps,gc_pause_time_ms,execution_time_sec,job_cost_usd,target_label,node_vcpus_n,node_memory_gib,node_price_usd_hr,node_spot_price_usd_hr,node_network_gbps,node_network_burst,submit_hour,day_of_week,is_peak_hour,available_memory_mb,memory_pressure_ratio,memory_pressure_log,payload_size_mb_log,threads_per_vcpu,memory_per_vcpu_gib,is_bottleneck
JOB-102785,2026-06-03 20:44,Aggregation,Medium,eu-central,9.35,4096,3,0,r5dn.8xlarge,Memory optimized,32 vCPUs,256 GiB,25 Gigabit,$2.6720 hourly,$0.8026 hourly,50.4,57.6,15,34.5,82.6,47.64,2.5,8.7,34.4,0.0766,Normal,32,256.0,2.672,0.8026,25.0,0,20,2,0,150994.94400000002,6.192260318332247e-05,-9.689625288492174,2.336986519711378,0.46875,8.0,0
JOB-105013,2026-07-17 14:10,Streaming,Medium,ap-south,13.2,2048,1,1,c6id.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.1008 hourly,$0.0336 hourly,79.7,27.2,12,53.5,262.5,21.28,24.45,57.1,178.2,0.00499,Bottleneck,2,4.0,0.1008,0.0336,12.5,1,14,4,1,1114.112,0.011848000919117646,-4.435596124440879,2.653241964607215,6.0,2.0,1
JOB-107030,2026-06-21 16:06,Aggregation,High,us-west,11.73,512,3,0,m6g.xlarge,General purpose,4 vCPUs,16 GiB,Up to 10 Gigabit,$0.1540 hourly,$0.0604 hourly,55.4,68.0,5,64.8,95.4,43.51,16.33,50.7,37.6,0.00483,Normal,4,16.0,0.154,0.0604,10.0,1,16,6,1,11141.12,0.0010528564453125,-6.856248384361866,2.543961412569315,1.25,4.0,0
JOB-108978,2026-06-30 06:51,DocumentProcessing,Medium,eu-central,28.37,4096,4,1,r8i-flex.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1320 hourly,$0.0456 hourly,46.5,71.8,12,37.7,88.3,26.26,43.81,47.7,62.5,0.00917,Normal,2,16.0,0.132,0.0456,12.5,1,6,1,0,11763.712,0.0024116537365076606,-6.027442569084561,3.3799737452105285,6.0,8.0,0
JOB-102192,2026-06-17 10:42,WebScraping,Low,us-east,12.47,4096,3,0,is4gen.2xlarge,Storage optimized,8 vCPUs,48 GiB,Up to 25 Gigabit,$1.1526 hourly,$0.2719 hourly,56.2,63.0,14,47.8,331.0,60.01,32.58,55.2,38.0,0.0365,Normal,8,48.0,1.1526,0.2719,25.0,1,10,2,1,30965.76,0.0004027028563161376,-7.81731159721884,2.6004649904222727,1.75,6.0,0
JOB-109599,2026-08-01 17:33,MLTraining,Low,us-west,12.47,512,5,0,m7i.8xlarge,General purpose,32 vCPUs,128 GiB,12.5 Gigabit,$1.6128 hourly,$0.5915 hourly,64.5,61.6,20,38.1,76.5,60.31,24.96,121.0,34.8,0.07795,Normal,32,128.0,1.6128,0.5915,12.5,0,17,5,1,80740.352,0.0001544456977348823,-8.775667994378507,2.6004649904222727,0.625,4.0,0
JOB-108166,2026-07-26 17:32,WebScraping,Medium,eu-central,12.42,1024,4,0,r8i-flex.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.2639 hourly,$0.1078 hourly,99.5,25.9,9,84.4,376.8,46.66,29.81,118.4,164.9,0.04835,Bottleneck,4,32.0,0.2639,0.1078,12.5,1,17,6,1,8486.912,0.0014634298081563706,-6.526972414611247,2.5967461315435356,2.25,8.0,1
JOB-103272,2026-06-17 12:48,Aggregation,Low,ap-south,6.62,512,4,0,i7i.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 10 Gigabit,$0.3775 hourly,$0.1201 hourly,63.9,56.9,12,76.7,174.3,48.8,24.55,18.1,32.6,0.01367,Normal,4,32.0,0.3775,0.1201,10.0,1,12,2,1,18644.992,0.0003550551268673111,-7.943237493594457,2.030776369698555,3.0,8.0,0
JOB-103756,2026-07-03 09:10,DocumentProcessing,Medium,us-west,22.71,4096,3,0,r6i.16xlarge,Memory optimized,64 vCPUs,512 GiB,25 Gigabit,$4.0320 hourly,$0.9559 hourly,73.3,45.8,19,36.0,98.8,17.94,23.65,112.5,31.7,0.10651,Normal,64,512.0,4.032,0.9559,25.0,0,9,4,1,240123.90399999998,9.457617347417441e-05,-9.26610497965354,3.165896900077314,0.296875,8.0,0
JOB-109558,2026-08-20 19:13,DocumentProcessing,Medium,us-west,20.27,1024,4,0,i4g.large,Storage optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1544 hourly,$0.0424 hourly,63.4,65.6,10,45.6,58.5,58.1,29.62,32.2,49.8,0.00854,Normal,2,16.0,0.1544,0.0424,10.0,1,19,3,0,10747.903999999999,0.0018859491115663111,-6.273324077337278,3.0572976292121457,5.0,8.0,0
JOB-103484,2026-06-14 07:55,WebScraping,Critical,us-west,63.48,512,1,1,c6id.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.1008 hourly,$0.0336 hourly,81.1,69.1,15,41.7,30.9,24.0,11.52,18.8,1230.1,0.03444,Bottleneck,2,4.0,0.1008,0.0336,12.5,1,7,6,0,2830.336,0.022428432525325614,-3.797425815846668,4.166355098198373,7.5,2.0,1
JOB-104403,2026-06-28 00:18,Aggregation,Medium,us-west,4.93,512,1,1,m7a.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.4637 hourly,$0.2037 hourly,57.0,67.1,12,34.5,171.9,61.58,26.3,102.2,24.7,0.00318,Normal,8,32.0,0.4637,0.2037,12.5,1,0,6,0,21987.327999999998,0.00022422005984538005,-8.402882578334125,1.780024213009634,1.5,4.0,0
JOB-105050,2026-08-19 05:24,WebScraping,Medium,eu-central,46.64,8192,4,0,c8i-flex.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 15 Gigabit,$0.3561 hourly,$0.1447 hourly,34.6,62.5,11,14.7,39.8,40.64,31.61,30.4,88.0,0.03482,Normal,8,16.0,0.3561,0.1447,15.0,1,5,2,0,10240.0,0.0045546875,-5.3915983565512615,3.8636727444870993,1.375,2.0,0
JOB-105744,2026-07-27 12:02,MLTraining,High,us-west,17.42,2048,2,3,m8azn.xlarge,General purpose,4 vCPUs,16 GiB,Up to 40 Gigabit,$0.4129 hourly,$0.1447 hourly,46.3,97.0,15,22.6,213.8,55.26,30.81,16.7,879.1,0.20166,Bottleneck,4,16.0,0.4129,0.1447,40.0,1,12,0,1,15892.48,0.0010961158988402064,-6.815982348930169,2.913437030827161,3.75,4.0,1
JOB-102027,2026-07-20 02:47,Streaming,High,us-west,5.93,2048,3,0,d3en.2xlarge,Storage optimized,8 vCPUs,32 GiB,Up to 25 Gigabit,$1.0510 hourly,$0.2062 hourly,44.5,57.5,16,77.1,78.5,21.3,45.19,60.2,12.9,0.0113,Normal,8,32.0,1.051,0.2062,25.0,1,2,0,0,18841.6,0.0003147291100543478,-8.063798257204759,1.9358598132018119,2.0,4.0,0
JOB-109150,2026-06-20 20:59,WebScraping,High,us-east,11.22,512,5,0,r6in.large,Memory optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.1743 hourly,$0.0267 hourly,52.0,52.8,12,33.1,96.2,22.08,31.87,50.2,168.2,0.04072,Bottleneck,2,16.0,0.1743,0.0267,25.0,1,20,5,0,8650.752,0.0012969970703125,-6.647703632468809,2.503073953743449,6.0,8.0,1
JOB-107313,2026-06-08 05:12,DocumentProcessing,Medium,eu-central,8.77,4096,3,0,x2iedn.4xlarge,Memory optimized,16 vCPUs,512 GiB,Up to 25 Gigabit,$3.3345 hourly,$0.5306 hourly,39.0,72.2,9,123.7,121.9,52.07,21.72,54.2,32.6,0.09059,Normal,16,512.0,3.3345,0.5306,25.0,1,5,0,0,378535.936,2.316820984732081e-05,-10.672729484165558,2.2793164660546914,0.5625,32.0,0
JOB-109035,2026-08-14 10:55,Streaming,High,us-west,131.63,2048,2,0,c8gb.large,Compute optimized,2 vCPUs,4 GiB,Up to 20 Gigabit,$0.1185 hourly,$0.0333 hourly,99.5,34.3,14,7.2,1.6,41.21,38.09,12.2,196.9,0.01296,Bottleneck,2,4.0,0.1185,0.0333,20.0,1,10,4,1,1404.9279999999999,0.09369163401967931,-2.36774637846583,4.887563296506261,7.0,2.0,1
JOB-103139,2026-07-11 09:00,Aggregation,Low,us-east,21.02,4096,2,0,r6id.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 12.5 Gigabit,$0.6048 hourly,$0.6048 hourly,42.4,80.2,12,43.0,113.9,31.37,31.97,65.9,31.7,0.01065,Normal,8,64.0,0.6048,0.6048,12.5,1,9,5,1,52559.872,0.00039992487044108473,-7.8242338523946975,3.091951131294534,1.5,8.0,0
JOB-106092,2026-06-16 10:32,Streaming,Critical,eu-central,4.35,2048,4,0,m6idn.12xlarge,General purpose,48 vCPUs,192 GiB,75 Gigabit,$3.8189 hourly,$0.7708 hourly,68.7,40.9,12,29.7,136.9,30.43,37.56,93.1,30.5,0.12942,Normal,48,192.0,3.8189,0.7708,75.0,0,10,1,1,80412.67199999999,5.4095951444070905e-05,-9.824751209587307,1.6770965609079151,0.25,4.0,0
JOB-107265,2026-07-26 20:21,ETL,Medium,ap-south,143.11,4096,2,0,m8gb.xlarge,General purpose,4 vCPUs,16 GiB,Up to 26.66 Gigabit,$0.2910 hourly,$0.1281 hourly,24.1,69.9,14,56.2,30.0,37.82,3.43,46.5,171.0,0.02764,Normal,4,16.0,0.291,0.1281,26.66,1,20,6,0,11452.416000000001,0.012496053234531474,-4.382342425768123,4.97057689685027,3.5,4.0,0
JOB-108512,2026-08-14 07:02,DocumentProcessing,Medium,us-west,18.7,4096,5,0,c6gd.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 10 Gigabit,$0.1536 hourly,$0.0548 hourly,79.0,49.8,9,21.4,20.1,33.24,32.67,41.5,24.7,0.00527,Normal,4,8.0,0.1536,0.0548,10.0,1,7,4,0,4079.616,0.004583764746485944,-5.385234621461264,2.9806186357439426,2.25,2.0,0
JOB-104047,2026-06-28 15:01,DocumentProcessing,Medium,us-east,5.73,4096,2,0,r7i.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1323 hourly,$0.0483 hourly,75.5,48.4,12,14.8,80.9,45.99,27.52,61.2,155.6,0.01144,Bottleneck,2,16.0,0.1323,0.0483,12.5,1,15,6,1,7929.856,0.0007225856308109504,-7.232674624847081,1.9065751436566365,6.0,8.0,1
JOB-102242,2026-08-09 11:31,ETL,Critical,us-west,36.49,2048,4,0,r7g.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 15 Gigabit,$0.8568 hourly,$0.2886 hourly,44.6,18.5,10,95.5,42.9,42.06,28.79,29.6,53.2,0.05065,Normal,16,128.0,0.8568,0.2886,15.0,1,11,6,1,24248.32,0.0015048465213260136,-6.499064365166902,3.6240742307478206,0.625,8.0,0
JOB-108247,2026-06-03 10:53,WebScraping,Low,ap-south,22.23,1024,5,0,c5n.large,Compute optimized,2 vCPUs,5.25 GiB,Up to 25 Gigabit,$0.1080 hourly,$0.0370 hourly,2.0,78.9,13,70.8,309.3,52.2,10.03,58.4,52.2,0.00783,Normal,2,5.25,0.108,0.037,25.0,1,10,2,1,4241.664000000001,0.00524086773492667,-5.251268196090618,3.1454445467823176,6.5,2.625,0
JOB-105360,2026-07-01 13:34,ETL,Medium,ap-south,26.58,1024,4,2,c6gd.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 10 Gigabit,$0.1536 hourly,$0.0548 hourly,52.0,42.8,15,32.2,295.9,67.54,38.56,19.4,45.6,0.00778,Normal,4,8.0,0.1536,0.0548,10.0,1,13,2,1,3506.176,0.007580908659462616,-4.88212221059385,3.3170908723651555,3.75,2.0,0
JOB-103321,2026-08-02 19:33,DocumentProcessing,Medium,us-east,112.29,8192,3,1,c8g.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 15 Gigabit,$0.3190 hourly,$0.1431 hourly,75.0,52.4,19,35.9,98.5,55.34,22.27,45.1,592.0,0.15737,Bottleneck,8,16.0,0.319,0.1431,15.0,1,19,6,0,8585.216,0.013079461250596374,-4.336712122593692,4.729950902885397,2.375,2.0,1
JOB-108337,2026-07-08 09:28,Aggregation,Low,ap-south,29.07,4096,2,1,x8g.2xlarge,Memory optimized,8 vCPUs,128 GiB,Up to 15 Gigabit,$0.7816 hourly,$0.2950 hourly,87.4,40.8,12,34.3,105.3,43.99,35.64,63.8,34.7,0.01507,Normal,8,128.0,0.7816,0.295,15.0,1,9,2,1,53477.376,0.0005435943603515625,-7.51730725037031,3.4035279970004377,1.5,16.0,0
JOB-109567,2026-07-05 15:23,Aggregation,High,us-east,9.49,4096,2,2,m8ib.12xlarge,General purpose,48 vCPUs,192 GiB,50 Gigabit,$4.0099 hourly,$1.4940 hourly,78.6,35.3,14,11.8,33.6,56.65,39.94,39.0,25.1,0.05592,Normal,48,192.0,4.0099,1.494,50.0,0,15,6,1,69402.624,0.00013673834580087347,-8.897441342956558,2.3504224224082058,0.2916666666666667,4.0,0
JOB-101581,2026-06-30 16:47,MLTraining,Critical,ap-south,17.99,2048,4,1,c8gd.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1960 hourly,$0.0723 hourly,65.2,49.8,12,64.3,41.6,44.46,16.19,6.3,685.9,0.14937,Bottleneck,4,8.0,0.196,0.0723,12.5,1,16,1,1,4079.616,0.0044097287587851405,-5.4239420973593635,2.9439125248241944,3.0,2.0,1
JOB-106881,2026-07-16 15:24,WebScraping,Low,eu-central,51.38,1024,1,0,m6a.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.3456 hourly,$0.1563 hourly,59.7,55.8,7,48.0,136.0,40.97,21.75,24.5,108.5,0.01042,Normal,8,32.0,0.3456,0.1563,12.5,1,15,3,1,18284.543999999998,0.002810023591509857,-5.8745624001166155,3.958524839079566,0.875,4.0,0
JOB-107183,2026-08-11 17:51,DocumentProcessing,Medium,us-west,61.26,1024,3,0,m7gd.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 15 Gigabit,$0.4271 hourly,$0.1083 hourly,52.9,56.0,14,54.0,70.9,44.02,32.1,114.2,63.5,0.0226,Normal,8,32.0,0.4271,0.1083,15.0,1,17,1,1,18350.08,0.0033384050641741066,-5.702262111741608,4.131319165013462,1.75,4.0,0
JOB-108535,2026-07-10 13:34,Aggregation,Critical,us-west,5.97,2048,4,0,r8a.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1598 hourly,$0.0438 hourly,38.1,82.1,16,42.9,31.6,50.35,28.39,59.9,26.0,0.00462,Normal,2,16.0,0.1598,0.0438,12.5,1,13,4,1,13451.264,0.0004438244614037759,-7.720081430905014,1.9416152247724325,8.0,8.0,0
JOB-107013,2026-07-11 22:57,MLTraining,Medium,eu-central,24.88,4096,5,1,m6a.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.0864 hourly,$0.0350 hourly,34.0,74.1,8,80.6,64.2,28.52,59.17,0.7,350.0,0.042,Bottleneck,2,8.0,0.0864,0.035,12.5,1,22,5,0,6070.272,0.004098663124156545,-5.49709442572226,3.2534704696327,4.0,4.0,1
JOB-106682,2026-08-27 06:42,WebScraping,Low,ap-south,15.4,2048,4,0,c8gn.large,Compute optimized,2 vCPUs,4 GiB,Up to 30 Gigabit,$0.1185 hourly,$0.0383 hourly,40.3,32.0,11,122.7,13.9,49.01,49.9,99.8,106.9,0.01408,Bottleneck,2,4.0,0.1185,0.0383,30.0,1,6,3,0,1310.72,0.011749267578125,-4.443964374111395,2.797281334830153,5.5,2.0,1
JOB-100214,2026-08-14 16:42,MLTraining,Medium,us-east,5.84,1024,1,3,c5d.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 10 Gigabit,$0.1920 hourly,$0.0676 hourly,53.9,86.8,8,38.9,124.0,30.89,17.05,12.7,307.1,0.01638,Bottleneck,4,8.0,0.192,0.0676,10.0,1,16,4,1,7110.656,0.0008213025633640553,-7.104618986117367,1.922787731634459,2.0,2.0,1
JOB-109364,2026-07-11 14:02,DocumentProcessing,Low,us-east,12.38,1024,4,0,m7i-flex.xlarge,General purpose,4 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1915 hourly,$0.0759 hourly,49.4,54.6,12,39.1,248.0,44.79,38.19,113.4,26.4,0.00562,Normal,4,16.0,0.1915,0.0759,12.5,1,14,5,1,8945.664,0.0013839106856684982,-6.582841957345552,2.5937610547000824,3.0,4.0,0
JOB-100338,2026-07-09 10:27,WebScraping,Low,us-east,48.6,4096,2,0,r8idb.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 20 Gigabit,$0.4689 hourly,$0.1681 hourly,59.8,49.6,13,57.3,35.6,16.22,40.18,89.0,352.9,0.09193,Bottleneck,4,32.0,0.4689,0.1681,20.0,1,10,3,1,16252.928,0.002990230437247984,-5.812404825235522,3.903990833730882,3.25,8.0,1
JOB-104839,2026-07-13 17:46,WebScraping,High,us-east,11.76,512,2,0,c8i.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1874 hourly,$0.0786 hourly,28.7,81.4,13,80.2,191.2,37.93,37.22,14.5,33.5,0.00349,Normal,4,8.0,0.1874,0.0786,12.5,1,17,0,1,6668.2880000000005,0.0017635710995085993,-6.340414491829211,2.546315277916644,3.25,2.0,0
JOB-103407,2026-08-16 19:47,MLTraining,Medium,ap-south,128.77,512,3,0,c8id.4xlarge,Compute optimized,16 vCPUs,32 GiB,Up to 15 Gigabit,$0.8870 hourly,$0.2378 hourly,16.7,81.5,21,46.4,96.8,7.49,28.4,67.7,165.5,0.12233,Normal,16,32.0,0.887,0.2378,15.0,1,19,6,0,26705.92,0.004821777343750001,-5.334612675372212,4.8657636527491395,1.3125,2.0,0
JOB-105819,2026-08-11 14:15,ETL,Medium,ap-south,12.27,1024,3,0,r8i.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1389 hourly,$0.0402 hourly,99.2,48.4,9,83.8,79.2,44.87,55.32,67.4,104.3,0.01207,Bottleneck,2,16.0,0.1389,0.0402,12.5,1,14,1,1,7929.856,0.001547316874354339,-6.471232896850909,2.5855058483441162,4.5,8.0,1
JOB-104860,2026-06-03 13:44,ETL,Low,us-east,51.66,1024,4,0,r7a.8xlarge,Memory optimized,32 vCPUs,256 GiB,12.5 Gigabit,$2.4344 hourly,$0.6678 hourly,48.6,63.9,13,111.0,173.0,37.49,24.43,90.8,66.0,0.17852,Normal,32,256.0,2.4344,0.6678,12.5,0,13,2,1,167510.016,0.0003083994690801056,-8.084114637806719,3.9638561540681634,0.40625,8.0,0
JOB-106690,2026-06-02 18:53,Streaming,Low,ap-south,67.09,2048,5,0,m8gn.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 50 Gigabit,$0.5820 hourly,$0.2190 hourly,76.3,56.3,20,136.4,41.7,51.21,44.51,68.7,63.0,0.05092,Bottleneck,8,32.0,0.582,0.219,50.0,1,18,1,0,18448.384,0.0036366328888210483,-5.616697055981936,4.220830359494875,2.5,4.0,1
JOB-104259,2026-07-30 16:17,Aggregation,Medium,eu-central,6.99,1024,4,0,r8idb.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 26.66 Gigabit,$0.9379 hourly,$0.3860 hourly,48.7,78.8,12,70.6,37.4,38.79,19.27,18.6,27.5,0.02866,Normal,8,64.0,0.9379,0.386,26.66,1,16,3,1,51642.367999999995,0.00013535397912039975,-8.907617143589148,2.0781907597781832,1.5,8.0,0
JOB-109103,2026-07-13 22:37,DocumentProcessing,Low,us-east,23.53,4096,1,0,r8gb.16xlarge,Memory optimized,64 vCPUs,512 GiB,133.33 Gigabit,$5.8298 hourly,$0.7620 hourly,31.3,86.5,12,16.9,144.6,34.77,3.32,9.5,23.7,0.03838,Normal,64,512.0,5.8298,0.762,133.33,0,22,0,0,453509.12,5.188429286714234e-05,-9.866494455849432,3.199896858270398,0.1875,8.0,0
JOB-106910,2026-08-13 14:37,DocumentProcessing,Medium,ap-south,6.51,512,3,0,x1e.xlarge,Memory optimized,4 vCPUs,122 GiB,Up to 10 Gigabit,$0.8340 hourly,$0.1751 hourly,61.2,49.2,12,42.6,62.8,51.86,15.2,19.0,30.5,0.0212,Normal,4,122.0,0.834,0.1751,10.0,1,14,3,1,61464.57600000001,0.00010591466538384644,-9.152876831622404,2.0162354657760435,3.0,30.5,0
JOB-105463,2026-08-07 16:41,Streaming,High,us-east,58.8,1024,3,0,m5zn.3xlarge,General purpose,12 vCPUs,48 GiB,Up to 25 Gigabit,$0.9910 hourly,$0.3886 hourly,25.1,37.4,7,41.5,56.7,15.85,30.57,38.0,39.6,0.0327,Normal,12,48.0,0.991,0.3886,25.0,1,16,4,1,18382.847999999998,0.0031986338569518716,-5.745031480035157,4.091005660956586,0.5833333333333334,4.0,0
JOB-108723,2026-06-04 18:14,MLTraining,Medium,eu-central,133.26,2048,3,0,m6idn.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 40 Gigabit,$0.6365 hourly,$0.2679 hourly,79.4,66.5,14,60.3,232.2,57.5,7.81,9.1,687.8,0.36482,Bottleneck,8,32.0,0.6365,0.2679,40.0,1,18,3,0,21790.72,0.00611544730968045,-5.0969373629385055,4.899778218510606,1.75,4.0,1
JOB-107757,2026-08-24 09:51,ETL,Low,us-west,24.83,4096,2,0,m6in.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 40 Gigabit,$0.5569 hourly,$0.1876 hourly,30.7,67.2,11,67.7,116.3,44.27,52.99,20.2,32.2,0.00996,Normal,8,32.0,0.5569,0.1876,40.0,1,9,0,1,22020.096,0.0011276063464936755,-6.787658170420117,3.251536607107749,1.375,4.0,0
JOB-101134,2026-06-02 10:19,DocumentProcessing,Critical,us-east,30.04,1024,3,0,h1.4xlarge,Storage optimized,16 vCPUs,64 GiB,Up to 10 Gigabit,$0.9360 hourly,$0.2886 hourly,66.3,28.8,20,91.1,5.6,24.78,28.22,27.0,49.2,0.03838,Normal,16,64.0,0.936,0.2886,10.0,1,10,1,1,18874.368000000002,0.001591576470269097,-6.443030263217,3.435276695315018,1.25,4.0,0
JOB-108203,2026-08-12 14:09,DocumentProcessing,Low,ap-south,105.05,1024,1,0,r8ib.24xlarge,Memory optimized,96 vCPUs,768 GiB,100 Gigabit,$10.0416 hourly,$1.2309 hourly,66.1,47.6,17,31.6,133.9,33.27,25.93,42.3,41.9,0.11687,Normal,96,768.0,10.0416,1.2309,100.0,0,14,2,1,374341.63200000004,0.00028062601383326767,-8.178487686705399,4.663910681010692,0.17708333333333334,8.0,0
JOB-109518,2026-07-21 14:27,WebScraping,Low,eu-central,17.34,512,3,0,r5dn.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 25 Gigabit,$1.3360 hourly,$0.5370 hourly,73.4,60.3,8,46.8,181.9,36.41,23.41,27.2,36.0,0.04008,Normal,16,128.0,1.336,0.537,25.0,1,14,1,1,79036.416,0.0002193925392568408,-8.424648015911723,2.9090844668283187,0.5,8.0,0
JOB-109753,2026-07-28 00:12,WebScraping,Medium,us-west,11.73,1024,3,1,i4i.large,Storage optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1720 hourly,$0.0378 hourly,26.7,58.7,10,34.1,47.3,39.44,30.4,42.3,32.5,0.00466,Normal,2,16.0,0.172,0.0378,10.0,1,0,1,0,9617.408000000001,0.0012196633438032367,-6.70918040601981,2.543961412569315,5.0,8.0,0
JOB-104204,2026-08-17 04:00,DocumentProcessing,Low,ap-south,22.86,512,3,0,r5n.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 25 Gigabit,$1.1920 hourly,$0.4212 hourly,37.4,73.8,8,30.1,55.6,20.9,30.16,30.1,22.5,0.02235,Normal,16,128.0,1.192,0.4212,25.0,1,4,0,0,96731.136,0.00023632514767530488,-8.35030195677074,3.17220341666977,0.5,8.0,0
JOB-103971,2026-06-14 14:13,DocumentProcessing,High,us-east,48.14,512,3,0,r6gd.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 10 Gigabit,$0.4608 hourly,$0.1648 hourly,36.6,61.1,15,51.5,162.8,13.81,41.88,84.3,51.0,0.01958,Normal,8,64.0,0.4608,0.1648,10.0,1,14,6,1,40042.496,0.0012022227585413256,-6.723583136793657,3.894673367093033,1.875,8.0,0
JOB-100203,2026-06-03 00:46,Aggregation,Medium,eu-central,27.26,4096,1,0,m5d.large,General purpose,2 vCPUs,8 GiB,Up to 10 Gigabit,$0.1130 hourly,$0.0462 hourly,84.5,69.4,15,27.0,108.7,41.77,25.82,33.0,54.7,0.00172,Bottleneck,2,8.0,0.113,0.0462,10.0,1,0,2,0,5685.2480000000005,0.004794865588976945,-5.34020960253557,3.3414473772563813,7.5,4.0,1
JOB-105231,2026-08-26 11:38,ETL,Low,us-west,24.67,1024,3,0,m9gd.xlarge,General purpose,4 vCPUs,16 GiB,Up to 15 Gigabit,$0.2514 hourly,$0.0750 hourly,68.8,45.8,11,14.4,180.2,47.57,21.61,77.0,144.1,0.03019,Bottleneck,4,16.0,0.2514,0.075,15.0,1,11,2,1,7503.871999999999,0.00328763603643559,-5.7175865024300165,3.245322994883049,2.75,4.0,1
JOB-108721,2026-07-16 11:19,ETL,Medium,ap-south,166.51,4096,3,0,c8gd.metal-24xl,Compute optimized,96 vCPUs,192 GiB,40 Gigabit,$4.7030 hourly,$0.8825 hourly,79.6,54.2,16,52.8,195.4,41.25,14.03,26.0,59.3,0.23241,Normal,96,192.0,4.703,0.8825,40.0,0,11,3,1,106561.53600000002,0.0015625713202932806,-6.461422532407719,5.1210430509755955,0.16666666666666666,2.0,0
JOB-109401,2026-08-08 14:33,WebScraping,High,us-east,30.24,2048,3,0,r9g.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 15 Gigabit,$0.2568 hourly,$0.1012 hourly,46.1,70.6,10,30.2,202.9,20.05,49.0,19.3,63.5,0.01359,Normal,4,32.0,0.2568,0.1012,15.0,1,14,5,1,23134.208,0.0013071551876770538,-6.639902115598953,3.441699324971485,2.5,8.0,0
JOB-104762,2026-07-12 18:45,WebScraping,Low,us-east,14.89,2048,2,0,c7g.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.0725 hourly,$0.0235 hourly,37.0,42.0,9,57.5,22.4,48.53,50.0,35.3,346.7,0.01396,Bottleneck,2,4.0,0.0725,0.0235,12.5,1,18,6,0,1720.32,0.008655366443452382,-4.7495757523187025,2.7656899805486246,4.5,2.0,1
JOB-100285,2026-08-12 15:22,MLTraining,Medium,ap-south,87.39,512,1,0,x2iedn.2xlarge,Memory optimized,8 vCPUs,256 GiB,Up to 25 Gigabit,$1.6673 hourly,$0.3755 hourly,46.9,77.6,11,63.2,28.9,37.01,24.74,16.3,214.6,0.09939,Normal,8,256.0,1.6673,0.3755,25.0,1,15,2,1,203423.74399999998,0.0004295958686120732,-7.752665631640644,4.481758841072857,1.375,32.0,0
JOB-105822,2026-06-30 12:51,DocumentProcessing,High,us-east,30.86,2048,2,1,c5.18xlarge,Compute optimized,72 vCPUs,144 GiB,25 Gigabit,$3.0600 hourly,$0.8892 hourly,37.0,71.4,11,53.6,160.4,43.77,42.05,38.3,62.9,0.10693,Normal,72,144.0,3.06,0.8892,25.0,0,12,1,1,105283.584,0.00029311312198490504,-8.134951941597887,3.4613513044819024,0.1527777777777778,2.0,0
